start,end,chapter,paragraph,kind,asset,text,credit,narration,camera,sfx,music,transition
65.458,70.73533333333333,A studio nobody knew,c02p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,"There isn't a familiar series name doing the selling. You don't get to arrive with a shopping list of things the sequel ought to do. You enter a house. There's a corridor, a corner, a few doors. The sort of place you'd walk through without remembering it.",slow push,chapter punctuation only,ducked licensed score,hard cut
70.73533333333333,76.01266666666668,A studio nobody knew,c02p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_04.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
76.01266666666668,81.29,A studio nobody knew,c02p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_06.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
81.29,86.52733333333333,A studio nobody knew,c02p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_06.jpg,,P.T. © Konami / via Silent Hill Memories,"Walk to the end, go through the door, and you're back. Same corridor. That's the trick. The game gives you so little space that you start paying attention to every piece of it. A photo. A lamp. A doorway you really don't want to inspect.",slow push,chapter punctuation only,ducked licensed score,hard cut
86.52733333333333,91.76466666666667,A studio nobody knew,c02p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
91.76466666666667,97.002,A studio nobody knew,c02p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
97.002,102.2,A studio nobody knew,c02p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,"P.T. doesn't need to show you a giant monster immediately. It makes you suspicious of the furniture. Very economical. Extremely unpleasant. And the more familiar the room becomes, the less comfortable you are in it.",slow push,chapter punctuation only,ducked licensed score,hard cut
102.2,107.398,A studio nobody knew,c02p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
107.398,112.596,A studio nobody knew,c02p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_04.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
112.596,117.89733333333334,The room learns your habits,c03p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_07.jpg,,P.T. © Konami / via Silent Hill Memories,"In most games, knowing the map makes you safer. You remember the route. You know where the enemies can come from. Here, familiarity gives the game a weapon. You know what the hallway looked like last time. So a small change suddenly feels enormous.",slow push,chapter punctuation only,ducked licensed score,hard cut
117.89733333333334,123.19866666666667,The room learns your habits,c03p01,loop,,SAME CORRIDOR.,CONCEPTUAL LOOP / layout is illustrative,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
123.19866666666667,128.5,The room learns your habits,c03p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_29.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
128.5,135.40933333333334,The room learns your habits,c03p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_29.jpg,,P.T. © Konami / via Silent Hill Memories,"The official survival tips actually tell players to inspect things and notice what's different between loops. Think about that instruction inside a horror game. To progress, you have to stop avoiding the strange detail. You have to go closer. Congratulations. Curiosity is now a health hazard.",slow push,chapter punctuation only,ducked licensed score,hard cut
135.40933333333334,142.31866666666667,The room learns your habits,c03p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_06.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
142.31866666666667,149.228,The room learns your habits,c03p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
149.228,156.17200000000003,The room learns your habits,c03p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,"The corner does a lot of work. You can't see everything at once. The door does even more. A closed door is a promise that there is something on the other side, and the game keeps making you decide whether you're ready to find out.",slow push,chapter punctuation only,ducked licensed score,hard cut
156.17200000000003,163.116,The room learns your habits,c03p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_07.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
163.116,169.698,The room learns your habits,c03p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_08.jpg,,P.T. © Konami / via Silent Hill Memories,That's why merely describing the layout makes P.T. sound smaller than it feels. The important space is the bit you can't currently see. The corridor is limited. Your imagination has no budget limit. And then the game adds another problem: you're not even sure what it wants you to do.,slow push,chapter punctuation only,ducked licensed score,hard cut
169.698,176.28,The room learns your habits,c03p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_29.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
176.28,182.862,The room learns your habits,c03p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_06.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
182.862,189.13133333333332,The internet enters the hallway,c04p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_09.jpg,,P.T. © Konami / via Silent Hill Memories,"P.T. makes observation feel useful, but it doesn't hand you a friendly checklist. The audio contains clues. Some speech is reversed; some isn't in English. You're dealing with a space that changes, information you may not understand, and the possibility that you missed a trigger three loops ago.",slow push,chapter punctuation only,ducked licensed score,hard cut
189.13133333333332,195.40066666666667,The internet enters the hallway,c04p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_13.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
195.40066666666667,201.67,The internet enters the hallway,c04p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_15.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
201.67,207.7553333333333,The internet enters the hallway,c04p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_15.jpg,,P.T. © Konami / via Silent Hill Memories,"So the experience spills out of the console. People compare attempts. Someone gets further, somebody else tries to reproduce it. A successful action becomes a theory. A theory becomes a ritual. And a ritual can spread faster than anybody checks whether it was necessary.",slow push,chapter punctuation only,ducked licensed score,hard cut
207.7553333333333,213.84066666666666,The internet enters the hallway,c04p02,quote,,"Have You Finished The Silent Hills Playable Teaser, P.T.?",ATTRIBUTED EXCERPT / original source linked in description,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
213.84066666666666,219.926,The internet enters the hallway,c04p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_28.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
219.926,226.21933333333334,The internet enters the hallway,c04p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_28.jpg,,P.T. © Konami / via Silent Hill Memories,"That last part matters. The community having a method doesn't mean every step in the method causes something. When the rules are hidden, it's easy to confuse the thing you did before progress with the thing that produced progress. P.T. is a wonderful machine for creating that uncertainty.",slow push,chapter punctuation only,ducked licensed score,hard cut
226.21933333333334,232.51266666666666,The internet enters the hallway,c04p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_10.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
232.51266666666666,238.806,The internet enters the hallway,c04p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_09.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
238.806,244.70000000000002,The internet enters the hallway,c04p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_09.jpg,,P.T. © Konami / via Silent Hill Memories,Contemporary reporting says Kojima expected the mystery to take at least a week to solve. Players broke through within hours. Imagine setting a puzzle for the internet and expecting the internet to go to bed. The reward for finishing wasn't just an exit. It was a name.,slow push,chapter punctuation only,ducked licensed score,hard cut
244.70000000000002,250.594,The internet enters the hallway,c04p04,title,,ONE WEEK?,P.T. / a story of access and preservation,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
250.594,256.488,The internet enters the hallway,c04p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_15.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
256.488,262.63733333333334,The advertisement unmasks itself,c05p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_07.jpg,,P.T. © Konami / via Silent Hill Memories,"At the end, a man walks through a deserted street. His face is Norman Reedus. The credits connect the project to Hideo Kojima and Guillermo del Toro. Then comes Silent Hills. Suddenly, the strange little download is an announcement for something much bigger.",slow push,chapter punctuation only,ducked licensed score,hard cut
262.63733333333334,268.78666666666663,The advertisement unmasks itself,c05p01,title,,SILENT HILLS,P.T. / a story of access and preservation,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
268.78666666666663,274.936,The advertisement unmasks itself,c05p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_08.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
274.936,281.10133333333334,The advertisement unmasks itself,c05p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_08.jpg,,P.T. © Konami / via Silent Hill Memories,That reveal changes your memory of the room. What looked like an unknown studio's experiment is now a demonstration attached to people with reputations. It's a sales pitch delivered after you've already felt the thing it's selling. No trailer narrator needed. Your nervous system has seen enough.,slow push,chapter punctuation only,ducked licensed score,hard cut
281.10133333333334,287.26666666666665,The advertisement unmasks itself,c05p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_24.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
287.26666666666665,293.432,The advertisement unmasks itself,c05p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_07.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
293.432,299.24533333333335,The advertisement unmasks itself,c05p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_07.jpg,,P.T. © Konami / via Silent Hill Memories,"But there's a warning tucked into this excitement. The teaser says it has no direct relation to the main title. So we cannot treat the corridor as a slice cut from a finished Silent Hills. We don't know that the larger game would have kept this house, this structure, or this exact kind of fear.",slow push,chapter punctuation only,ducked licensed score,hard cut
299.24533333333335,305.0586666666667,The advertisement unmasks itself,c05p03,quote,,no direct relation to the main title,ATTRIBUTED EXCERPT / original source linked in description,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
305.0586666666667,310.872,The advertisement unmasks itself,c05p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_08.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
310.872,315.55,The advertisement unmasks itself,c05p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_08.jpg,,P.T. © Konami / via Silent Hill Memories,"What players had was a real, playable experience. What they were promised was a future project. Those two things are easy to merge when you're excited. They become much harder to separate when the future project disappears.",slow push,chapter punctuation only,ducked licensed score,hard cut
315.55,320.228,The advertisement unmasks itself,c05p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_24.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
320.228,324.906,The advertisement unmasks itself,c05p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_07.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
324.906,330.26800000000003,The promise collapses,c06p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_08.jpg,,P.T. © Konami / via Silent Hill Memories,"By late April twenty fifteen, the news had changed completely. On April twenty seventh, Konami confirmed that the Silent Hills project would not continue. The same statement described it as embryonic. That's a pretty substantial detail when this story gets retold as a finished masterpiece being thrown away.",slow push,chapter punctuation only,ducked licensed score,hard cut
330.26800000000003,335.63,The promise collapses,c06p01,quote,,will not be continued,ATTRIBUTED EXCERPT / original source linked in description,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
335.63,340.99199999999996,The promise collapses,c06p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
340.99199999999996,346.354,The promise collapses,c06p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
346.354,352.3593333333333,The promise collapses,c06p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,We can mourn what might have been. We cannot review a game that never arrived. There is no completed Silent Hills here for us to compare against the version in everyone's head. The imaginary version gets to be perfect forever. Actual games rarely get that luxury.,slow push,chapter punctuation only,ducked licensed score,hard cut
352.3593333333333,358.36466666666666,The promise collapses,c06p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
358.36466666666666,364.37,The promise collapses,c06p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_08.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
364.37,369.9,The promise collapses,c06p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_08.jpg,,P.T. © Konami / via Silent Hill Memories,"And we don't need to invent a secret conversation inside Konami to make the cancellation hurt. Kojima, del Toro, Reedus, that hallway: the public had enough pieces to imagine a remarkable collaboration. The announcement shut down that particular future. It did not cancel the entire Silent Hill series.",slow push,chapter punctuation only,ducked licensed score,hard cut
369.9,375.43,The promise collapses,c06p03,title,,SILENT HILLS,P.T. / a story of access and preservation,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
375.43,380.96000000000004,The promise collapses,c06p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
380.96000000000004,386.49,The promise collapses,c06p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
386.49,392.144,The promise collapses,c06p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,"Normally, the teaser could remain as an odd souvenir. A little demonstration from a project that didn't work out. You could show a friend, explain the context, and let them experience it. But a notice had already put a deadline on that possibility.",slow push,chapter punctuation only,ducked licensed score,hard cut
392.144,397.798,The promise collapses,c06p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
397.798,403.452,The promise collapses,c06p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_08.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
403.452,409.79333333333335,Two different doors close,c07p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,"The notice said P.T.'s distribution would end on April twenty ninth. That date matters. So does the next step, because these are often squeezed into one event. First, the teaser left the store. Then, the normal route for previous downloaders to get it again stopped working too.",slow push,chapter punctuation only,ducked licensed score,hard cut
409.79333333333335,416.13466666666665,Two different doors close,c07p01,dates,,27 APR / 29 APR / 6 MAY,2015 chronology / sources: Gematsu; Siliconera; GameSpot,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
416.13466666666665,422.476,Two different doors close,c07p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_21.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
422.476,428.42533333333336,Two different doors close,c07p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_21.jpg,,P.T. © Konami / via Silent Hill Memories,"Reporting on May sixth described the change in North America. For a short time after removal, people who had already downloaded it could still return through their history. By that report, they couldn't. Having obtained P.T. before was no longer the same as having a fresh download available.",slow push,chapter punctuation only,ducked licensed score,hard cut
428.42533333333336,434.37466666666666,Two different doors close,c07p02,photo,04_MEDIA/images/gs_download_error.jpg,CANNOT DOWNLOAD,GameSpot / tested on PS4 / 6 May 2015,,slow push,chapter punctuation only,ducked licensed score,hard cut
434.37466666666666,440.324,Two different doors close,c07p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
440.324,446.1213333333333,Two different doors close,c07p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,"That is a very different problem from missing a promotion. If the game is installed, you can play your copy. If you delete that installation, the ordinary recovery path you expected may be gone. A routine storage decision has acquired an unpleasant amount of consequence.",slow push,chapter punctuation only,ducked licensed score,hard cut
446.1213333333333,451.9186666666667,Two different doors close,c07p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_27.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
451.9186666666667,457.716,Two different doors close,c07p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_21.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
457.716,464.394,Two different doors close,c07p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_21.jpg,,P.T. © Konami / via Silent Hill Memories,"To be precise: Konami did not remotely wipe every installed copy. P.T. did not cease to exist. That distinction makes the situation stranger. The experience survived, but access was uneven. The hallway was still there. The door depended on which console you were standing in front of.",slow push,chapter punctuation only,ducked licensed score,hard cut
464.394,471.072,Two different doors close,c07p04,compare,,STILL INSTALLED,COMMENTARY / conceptual comparison,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
471.072,477.75,Two different doors close,c07p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
477.75,484.1073333333333,A free download becomes an object,c08p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,"This is the point where an ordinary console starts to feel like a container for something fragile. Not because the plastic has changed. Because of what's still on the drive. A digital object, which once seemed endlessly replaceable, suddenly has a very physical address.",slow push,chapter punctuation only,ducked licensed score,hard cut
484.1073333333333,490.4646666666667,A free download becomes an object,c08p01,quote,,I had the P.T. demo installed on my PS4 until recently when I upgraded my harddrive to a bigger one,ATTRIBUTED EXCERPT / original source linked in description,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
490.4646666666667,496.822,A free download becomes an object,c08p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
496.822,502.45933333333335,A free download becomes an object,c08p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,"Notice how neatly that reverses the original game. In the hallway, you wanted to leave. Outside it, people wanted a way back. The thing you couldn't escape became the thing you might never get to enter. There is a pretty good horror story in that, without adding a single ghost.",slow push,chapter punctuation only,ducked licensed score,hard cut
502.45933333333335,508.0966666666667,A free download becomes an object,c08p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_29.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
508.0966666666667,513.734,A free download becomes an object,c08p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
513.734,520.1873333333334,A free download becomes an object,c08p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,"A recording preserves a lot: the lighting, the sounds, the surprise at the ending. But the video decides when to turn the corner. Playing asks you to turn it. That hesitation belongs to you. A clip of somebody else being afraid cannot completely preserve the decision that made them afraid.",slow push,chapter punctuation only,ducked licensed score,hard cut
520.1873333333334,526.6406666666667,A free download becomes an object,c08p03,compare,,WATCHING,COMMENTARY / conceptual comparison,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
526.6406666666667,533.094,A free download becomes an object,c08p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
533.094,538.028,A free download becomes an object,c08p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,"And keeping the software matters for another reason. A recording shows what somebody happened to see. The software may contain something that nobody has looked at properly yet. In twenty nineteen, that difference paid off.",slow push,chapter punctuation only,ducked licensed score,hard cut
538.028,542.962,A free download becomes an object,c08p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_29.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
542.962,547.896,A free download becomes an object,c08p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
547.896,553.2819999999999,Something follows the camera,c09p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_34_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,"Lance McDonald investigated P.T. by changing how its camera behaved. In the sequence he demonstrated, after the flashlight encounter, Lisa's character model follows behind the player. The camera normally moves with you. McDonald separated the viewpoint from that movement and exposed what was happening out of sight.",slow push,chapter punctuation only,ducked licensed score,hard cut
553.2819999999999,558.668,Something follows the camera,c09p01,camera,,THE PLAYER,"EXPLANATORY SCHEMATIC / Lance McDonald investigation, Sept 2019",,timed reveal,chapter punctuation only,ducked licensed score,hard cut
558.668,564.0540000000001,Something follows the camera,c09p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_30_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
564.0540000000001,569.44,Something follows the camera,c09p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_31_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
569.44,574.2453333333334,Something follows the camera,c09p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_30_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,"After that flashlight encounter, the model follows you. Turn around normally and your viewpoint moves with the character, keeping the trick hidden. McDonald's detached camera lets us see what an ordinary turn cannot.",slow push,chapter punctuation only,ducked licensed score,hard cut
574.2453333333334,579.0506666666666,Something follows the camera,c09p02,camera,,AFTER THE FLASHLIGHT,"EXPLANATORY SCHEMATIC / Lance McDonald investigation, Sept 2019",,timed reveal,chapter punctuation only,ducked licensed score,hard cut
579.0506666666666,583.856,Something follows the camera,c09p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_33_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
583.856,589.26,Something follows the camera,c09p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_33_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,"The distinction doesn't make it less creepy. You're looking at a system designed around your limited viewpoint. Some of the unsettling shadows and sounds now have a visible explanation. The feeling that something is nearby has an actual piece of game machinery behind it. Literally behind it, in this case.",slow push,chapter punctuation only,ducked licensed score,hard cut
589.26,594.664,Something follows the camera,c09p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_34_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
594.664,600.068,Something follows the camera,c09p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_35_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
